0.1,8.68,5.88
0.2,16.83,11.31
0.3,24.51,16.32
0.4,31.76,20.96
0.5,38.65,25.27
0.6,45.2,29.28
0.7,51.46,33.0
0.8,57.44,36.46
0.9,63.18,39.69
1.0,68.69,42.69
1.1,73.99,45.48
1.2,79.11,48.07
1.3,84.05,50.47
1.4,88.82,52.7
1.5,93.45,54.77
1.6,97.94,56.67
1.7,102.29,58.41
1.8,106.53,60.02
1.9,110.64,61.48
2.0,114.66,62.8
2.1,118.57,63.99
2.2,122.38,65.06
2.3,126.1,66.0
2.4,129.74,66.82
2.5,133.3,67.53
2.6,136.78,68.12
2.7,140.18,68.61
2.8,143.52,68.98
2.9,146.79,69.25
3.0,149.99,69.42
3.1,153.14,69.49
3.2,156.22,69.45
3.3,159.25,69.32
3.4,162.22,69.1
3.5,165.14,68.78
3.6,168.01,68.36
3.7,170.83,67.86
3.8,173.59,67.27
3.9,176.32,66.59
4.0,178.99,65.82
4.1,181.63,64.97
4.2,184.21,64.03
4.3,186.76,63.01
4.4,189.26,61.91
4.5,191.73,60.73
4.6,194.15,59.47
4.7,196.53,58.14
4.8,198.88,56.73
4.9,201.18,55.24
5.0,203.45,53.68
5.1,205.68,52.05
5.2,207.87,50.34
5.3,210.03,48.57
5.4,212.15,46.73
5.5,214.24,44.82
5.6,216.29,42.85
5.7,218.3,40.81
5.8,220.28,38.7
5.9,222.23,36.54
6.0,224.14,34.32
6.1,226.02,32.04
6.2,227.86,29.7
6.3,229.67,27.3
6.4,231.45,24.85
6.5,233.2,22.34
6.6,234.91,19.79
6.7,236.6,17.18
6.8,238.25,14.52
6.9,239.87,11.82
7.0,241.46,9.07
7.1,243.02,6.27
7.2,244.55,3.43
7.3,246.05,0.54
